image_path,true_label,predicted_label,confidence,reason,raw_response
openai_vision_pipeline/data/github_raw_500\oblong\img_no_130.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_131.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_132.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_133.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_134.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_135.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_136.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_137.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_138.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_139.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_140.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_141.jpg,oblong,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_142.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_143.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_144.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_145.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_146.jpg,oblong,oval,0.85,"The face appears to have balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face appears to have balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_147.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_148.jpg,oblong,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_149.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_150.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_151.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_152.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_153.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_154.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_155.jpg,oblong,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_156.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_157.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_158.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_159.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_160.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_161.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_162.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_163.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_164.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_165.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_166.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_167.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_168.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_169.jpg,oblong,oval,0.85,"The face appears longer than it is wide, with a gently rounded jawline and forehead, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face appears longer than it is wide, with a gently rounded jawline and forehead, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_170.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_171.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_172.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_173.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_174.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_175.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_176.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_177.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_178.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_179.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_180.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_181.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_182.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_183.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_184.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_185.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_186.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_187.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_188.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_189.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_190.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_191.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_192.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_193.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_194.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_195.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_196.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_197.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_198.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_199.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oblong\img_no_200.jpg,oblong,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_201.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_202.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_203.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_204.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_205.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_206.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_207.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_208.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_209.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_210.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\oval\img_no_211.jpg,oval,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
